Time (hours),I_1 (nM),S_1_free (nM),S_1_total (nM),I_2 (nM),S_2_free (nM),S_2_total (nM),I_3 (nM),S_3_free (nM),S_3_total (nM)
0.7,100.0,,,95.66238779707734,1.0044755217466,229.2058787378376,95.83848900264215,0.9272130043163371,223.16021581351717
0.7166666666666667,100.0,,,95.44589452751612,1.0423608323615992,235.92581118359945,95.64208245033156,0.9579084597738979,229.4599528338212
0.7333333333333333,100.0,,,95.22313225996983,1.080780472427886,242.519075171179,95.44105231314568,0.9887122306530894,235.63026391343737
0.75,100.0,,,94.99415064617871,1.1196721738091078,248.97323181326414,95.23551775227538,1.0195609788108588,241.6608782688936
0.7666666666666667,100.0,,,94.75902012481768,1.1589685726689536,255.2767021216241,95.02561511645169,1.0503889756453741,247.5423810700312
0.7833333333333333,100.0,,,94.51783264326961,1.1985975015592103,261.41886511274953,94.8114979207372,1.081128526078646,253.26627534532648
0.8,100.0,,,94.27070221256912,1.2384823817602848,267.3901438748638,94.59333667089592,1.111710446383526,258.8250321405598
0.8166666666666667,100.0,,,94.01776527085647,1.2785427186545553,273.1820778581496,94.37131852517699,1.1420645915247623,264.2121281802317
0.8333333333333334,100.0,,,93.75918083244986,1.318694699502969,278.7873799396366,94.14564678787717,1.1721204256308024,269.42207055740437
0.85,100.0,,,93.49513040251858,1.3588518891204904,284.1999771567779,93.91654023204504,1.2018076271923908,274.45040826651984
0.8666666666666667,100.0,,,93.22581764133565,1.3989260147780396,289.41503438984546,93.68423225208359,1.2310567187084451,279.2937306862093
0.8833333333333333,100.0,,,92.95146776714626,1.4388278274191135,294.42896069055774,93.44896985068713,1.2597997088871653,283.9496534057077
0.9,100.0,,,92.6723266926789,1.4784680222293183,299.2393983880416,93.21101246838641,1.2879707342724511,288.4167920597273
0.9166666666666666,100.0,,,92.38865989703903,1.5177581980147556,303.84519553677717,92.97063066781206,1.3155066864004537,292.69472508347536
0.9333333333333333,100.0,,,92.10075104188643,1.5566118320041995,308.2463626871368,92.72810468846481,1.3423478103718158,296.7839465138032
0.95,100.0,,,91.8089003480784,1.5949452448302142,312.44401534023297,92.4837228911273,1.368438261092542,300.6858101374637
0.9666666666666667,100.0,,,91.51342275600302,1.6326785297477078,316.4403037790571,92.23778011391894,1.393726604395133,304.40246641810876
0.9833333333333333,100.0,,,91.21464589926268,1.6697364207160676,320.2383322337437,91.99057596424126,1.4181662517657458,307.9367937169491
1.0,100.0,,,90.91290792686284,1.7060490758090712,323.8420695300274,91.74241307238462,1.4417158193997865,311.292325357049
