Time (hours),I_1 (nM),S_1_free (nM),S_1_total (nM),I_2 (nM),S_2_free (nM),S_2_total (nM),I_3 (nM),S_3_free (nM),S_3_total (nM),I_4 (nM),S_4_free (nM),S_4_total (nM),I_5 (nM),S_5_free (nM),S_5_total (nM)
1.4833333333333334,100.0,,,82.27742480774397,2.351417456561282,372.3879814150427,85.15957192111841,1.7416549626856637,355.54199753664005,84.99557436711625,1.7970287559393259,356.963120985494,85.21734923558013,1.7693286878486671,355.7998207482386
1.5,100.0,,,82.01989705223026,2.361904989593951,373.0148245904754,84.98592371107178,1.7410788511145356,355.96029574159485,84.81129402875546,1.7988054188789866,357.447013201284,85.03492042157876,1.7710380793093652,356.2945644496882
1.5166666666666666,100.0,,,81.76627701460947,2.371911241501841,373.6121896155527,84.8164556725216,1.7401176573343171,356.34416114634786,84.63087430370405,1.8002255534015197,357.89786274553325,84.85631389854639,1.772379889915969,356.7550958625013
1.5333333333333334,100.0,,,81.51659229548494,2.3814622469483533,374.1821089709245,84.65116108861878,1.7387975097999475,356.6957457602174,84.45431048106752,1.8013141519070939,358.317843717752,84.68152910472924,1.773378739122186,357.183625765611
1.55,100.0,,,81.27086259369155,2.3905827980328858,374.7264545399026,84.49002673555898,1.737143379844767,357.0170614729236,84.28159151041689,1.8020950771391722,358.7089875158168,84.51055909640847,1.7740581744832513,357.5822216838754
1.5666666666666667,100.0,,,81.02910029354925,2.3992964493801243,375.24694942492937,84.33303338782642,1.7351790835146477,357.3099885969623,84.1127004949253,1.8025910629686803,359.0731913874129,84.34339103143151,1.7744406563081252,357.9528161694025
1.5833333333333333,100.0,,,80.7913110277826,2.4076255343711765,375.7451791807844,84.18015630346292,1.7329272919677772,357.5762841125656,83.94761516542259,1.8028237237807379,359.4122267019023,84.180006630234,1.774547582784158,358.297214955803
1.6,100.0,,,80.55749421463854,2.4155911904017855,376.2226024353429,84.03136568825765,1.7304095490366083,357.8175895797801,83.7863083342102,1.802813571039369,359.72774690404594,84.02038262296963,1.7743992830007007,358.6171047261544
1.6166666666666667,100.0,,,80.32764364594662,2.4232133803833187,376.68056002095113,83.88662710822425,1.7276462946586197,358.0354391120264,83.62874832146922,1.8025800357488775,360.0212952094153,83.86449116663594,1.7740150434003887,358.9140607445323
1.6333333333333333,100.0,,,80.10174773466667,2.4305109632284854,377.1202870470537,83.74590199796523,1.7246568964121163,358.2312652932005,83.47489938428123,1.8021414963697837,360.2943116015762,83.71230027404201,1.7734131309072376,359.1895536947442
1.65,100.0,,,79.87979020918753,2.437501704787183,377.5429187992484,83.60914797194319,1.721459671666971,358.40640725008876,83.32472209020662,1.8015153078675685,360.54813993528023,83.56377417714107,1.7726108176381725,359.44495682029446
1.6666666666666667,100.0,,,79.66175046187634,2.444202331238545,377.9494998730136,83.47631922848758,1.7180719311209605,358.5621166478241,83.17817369016238,1.800717837188924,360.7840343620634,83.41887369816911,1.7716244136906332,359.68155229667553
1.6833333333333333,100.0,,,79.44760395154242,2.4506285767905993,378.34099172046325,83.34736690343932,1.714510013191706,358.6995637292728,83.03520846514876,1.7997644988093497,361.0031654509375,83.27755659366412,1.7704692995775506,359.90053734560047
1.7,100.0,,,79.23732258003815,2.456795231675036,378.7182796333166,83.22223940238166,1.7107893218918204,358.8198429845445,82.89577805204843,1.7986697920646646,361.2066259408218,83.13977787834236,1.7691599608748267,360.10302999660865
1.7166666666666666,100.0,,,79.03087504386976,2.4627161903467627,379.08217918941745,83.10088271198846,1.706924365710812,358.9239784599313,82.75983174902333,1.7974473393917245,361.39543613389435,83.0054901292525,1.7677100240593335,360.2900745023151
1.7333333333333334,100.0,,,78.82822716178676,2.468404499387188,379.4334421916676,82.98324069115799,1.702928796869237,359.0129287190019,82.62731680113939,1.7961099249766845,361.57054894171984,82.87464377074649,1.7661322930062677,360.46264641667796
1.75,100.0,,,78.62934217939504,2.4738724046598755,379.7727621292077,82.86925534267668,1.698815450532283,359.0875914703046,82.4981786669256,1.794669533410149,361.73285459784137,82.74718734089042,1.764438785724938,360.6216573478221
1.7666666666666666,100.0,,,78.43418105189055,2.479131397353954,380.1007791909895,82.75886706620994,1.6945963836540614,359.1488078772596,82.37236126662866,1.793137388019826,361.8831850517985,82.62306774000206,1.7626407709848704,360.7679593985229
1.7833333333333334,100.0,,,78.24270270603908,2.4841922586322465,380.4180848616725,82.65201489345192,1.690282913187494,359.19736656650394,82.24980721296154,1.7915239886126364,362.02231806034405,82.50223046204707,1.7607488045450788,360.90234930853137
1.8,100.0,,,78.05486428253806,2.48906510267184,380.7252261291494,82.54863670628603,1.6858856534475144,359.2340073512776,82.13045802516687,1.789839148410717,362.150980992069,82.38461980965592,1.758772764753704,361.02557231359407
1.8166666666666667,100.0,,,77.87062135989052,2.4937594179448173,381.02270933207967,82.44866943881543,1.6814145524614528,359.2594246864815,82.01425432722631,1.7880920300117056,362.2698543617785,82.27017909354002,1.7567218873312191,361.1383257363666
1.8333333333333333,100.0,,,77.68992816090397,2.49828410663747,381.3110036746567,82.35204926412044,1.676878927179858,359.2742708718477,81.90113603104754,1.7862911802431387,362.37957511085506,82.15885081709267,1.754604799191041,361.24126232449566
1.85,100.0,,,77.51273774289943,2.5026475221480506,381.5905444345289,82.25871176658997,1.672287497454338,359.27915901929987,81.79104250545149,1.784444563813981,362.48073964954443,82.05057684695737,1.7524295511861832,361.3349933510093
1.8666666666666667,100.0,,,77.33900217268156,2.5068575046373147,381.8617358883938,82.16859210065624,1.667648418717558,359.2746658000868,81.68391273176866,1.7825595956953724,362.57390667666135,81.94529857033665,1.7502036496998314,361.4200914918566
1.8833333333333333,100.0,,,77.16867268728058,2.5109214146340784,382.12495397832845,82.08162513674067,1.662969313324214,359.2613339866737,81.57968544683256,1.780643172186272,362.65959979165837,81.84295703979924,1.74793408702343,361.4970934950076
1.9,100.0,,,77.0016998414333,2.5148461647199505,382.3805487404479,81.99774559519255,1.6582573005317713,359.2396748037167,81.47829927413437,1.7787017006399075,362.73830991337525,81.74349310632311,1.7456273704863219,361.5665026550064
1.9166666666666667,100.0,,,76.83803364272367,2.5186382493347885,382.6288465160196,81.91688816897341,1.6535190251161507,359.2101701017342,81.37969284387614,1.7767411278436054,362.8104975191077,81.64684754128862,1.7432895503192916,361.62879110627784
1.9333333333333333,100.0,,,76.67762367525681,2.5223037727580926,382.8701519637313,81.83898763580903,1.6487606846307334,359.1732743663611,81.28380490262977,1.77476696705803,362.8765947169207,81.55296114811023,1.7409262462484472,361.6844019478581
