x,phi
145.875,8.01172834361221e-05
146.125,8.95631574559779e-05
146.375,0.00010007171792020061
146.625,0.00011175630841022892
146.875,0.00012474163332070945
147.125,0.00013916481469491038
147.375,0.00015517653855732954
147.625,0.00017294229741605274
147.875,0.00019264373601560913
148.125,0.0002144801078456732
148.375,0.000238669850351787
148.625,0.00026545228725102365
148.875,0.00029508946682775793
149.125,0.00032786814557190136
149.375,0.00036410192702339243
149.625,0.00040413356620155297
149.875,0.00044833745052509817
150.125,0.0004971222686669126
150.375,0.0005509338793357659
150.625,0.0006102583925333233
150.875,0.0006756254763972744
151.125,0.0007476119033080637
151.375,0.0008268453495052507
151.625,0.0009140084630273469
151.875,0.0010098432153532169
152.125,0.0011151555526806114
152.375,0.0012308203633246988
152.625,0.0013577867782527465
152.875,0.0014970838222863503
153.125,0.0016498264339953092
153.375,0.0018172218727726922
153.625,0.0020005765320136645
153.875,0.0022013031777157943
154.125,0.0024209286321699767
154.375,0.002661101922712637
154.625,0.0029236029157548946
154.875,0.0032103514564860167
155.125,0.0035234170347594827
155.375,0.0038650289977026674
155.625,0.004237587329537667
155.875,0.004643674018952771
156.125,0.0050860650341130395
156.375,0.005567742925035502
156.625,0.006091910072570521
156.875,0.006662002602616597
157.125,0.007281704983441753
157.375,0.007954965323081035
157.625,0.008686011382716694
157.875,0.00947936732071566
158.125,0.010339871180587839
158.375,0.011272693134529142
158.625,0.01228335449241488
158.875,0.013377747484103154
159.125,0.014562155820684704
159.375,0.015843276037866335
159.625,0.017228239621991343
159.875,0.018724635916274084
160.125,0.02034053580164979
160.375,0.022084516143207944
160.625,0.023965684989482785
160.875,0.02599370750791191
161.125,0.02817883263554046
161.375,0.03053192041954065
161.625,0.0330644700173329
161.875,0.03578864832103567
162.125,0.038717319165637254
162.375,0.041864073074677016
162.625,0.0452432574913509
162.875,0.04887000743682254
163.125,0.05276027653113516
163.375,0.05693086830549157
163.625,0.06139946772781226
163.875,0.06618467285640918
164.125,0.0713060265293436
164.375,0.07678404798958902
164.625,0.08264026433851675
164.875,0.08889724170248825
165.125,0.09557861598950053
165.375,0.10270912310491963
165.625,0.11031462848738592
165.875,0.11842215581801799
166.125,0.12705991474811737
166.375,0.13625732748272792
166.625,0.1460450540496706
166.875,0.15645501607610754
167.125,0.1675204188873325
167.375,0.17927577173539683
167.625,0.19175690595840345
167.875,0.20500099086490375
168.125,0.21904654713186308
168.375,0.2339334574991811
168.625,0.2497029745388285
168.875,0.266397725272347
169.125,0.2840617124068261
169.375,0.30274031195657325
169.625,0.32248026701561067
169.875,0.3433296774449081
170.125,0.36533798523798383
170.375,0.3885559553292169
170.625,0.41303565161099
170.875,0.4388304079286801
171.125,0.4659947938265859
171.375,0.49458457482319435
171.625,0.5246566670007895
171.875,0.5562690857023381
172.125,0.589480888137912
172.375,0.6243521097136494
172.625,0.660943693908457
172.875,0.6993174155373512
173.125,0.7395357972555368
173.375,0.7816620191740611
173.625,0.8257598214761487
173.875,0.8718933999431434
174.125,0.9201272943203326
174.375,0.9705262694758007
174.625,1.0231551893298316
174.875,1.0780788835582087
175.125,1.1353620071000212
175.375,1.1950688925292139
175.625,1.257263395379037
175.875,1.3220087325397336
176.125,1.3893673138821012
176.375,1.459400567292947
176.625,1.5321687573427554
176.875,1.6077307978410604
177.125,1.6861440585708576
177.375,1.7674641665298283
177.625,1.8517448020430036
177.875,1.939037490148623
178.125,2.0293913876961565
178.375,2.1228530666326444
178.625,2.219466293990375
178.875,2.319271809125429
179.125,2.422307098792406
179.375,2.5286061706756624
179.625,2.6381993260313212
179.875,2.751112932126997
180.125,2.8673691951974085
180.375,2.9869859346635668
180.625,3.109976359390868
180.875,3.2363488467869437
181.125,3.366106725563293
181.375,3.499248063005392
181.625,3.635765457613882
181.875,3.775645837994403
182.125,3.9188702688854913
182.375,4.065413765222484
182.625,4.2152451151404
182.875,4.368326712820213
183.125,4.5246144020804575
183.375,4.6840573316098935
183.625,4.846597822726509
183.875,5.012171250533707
184.125,5.180705939325762
184.375,5.352123073071687
184.625,5.5263366217792855
184.875,5.703253284509532
185.125,5.88277244977544
185.375,6.064786174019235
185.625,6.249179178817117
185.875,6.4358288674121376
186.125,6.624605361122857
186.375,6.815371556118657
186.625,7.007983200991985
186.875,7.2022889954934985
187.125,7.398130710728404
187.375,7.595343331041355
187.625,7.793755217743372
187.875,7.993188294757607
188.125,8.193458256181785
188.375,8.394374795683994
188.625,8.595741857565557
188.875,8.797357909240421
189.125,8.999016234795077
189.375,9.200505249206874
189.625,9.401608832712272
189.875,9.602106684730284
190.125,9.801774696660587
190.375,10.000385342790974
190.625,10.197708088465404
190.875,10.393509814582245
191.125,10.587555257412841
191.375,10.779607462653804
191.625,10.969428252552667
191.875,11.156778704876267
192.125,11.341419642424835
192.375,11.523112131732674
192.625,11.701617989538708
192.875,11.876700295557692
193.125,12.048123910035693
193.375,12.215655994531744
193.625,12.379066534331953
193.875,12.538128860872803
194.125,12.692620172527214
194.375,12.842322052090461
194.625,12.987020979293229
194.875,13.12650883666623
195.125,13.260583407084983
195.375,13.389048861334524
195.625,13.511716234052146
195.875,13.628403886431649
196.125,13.738937954105062
196.375,13.84315277865715
196.625,13.940891321274298
196.875,14.032005557082321
197.125,14.116356848787085
197.375,14.193816298297637
197.625,14.264265075083111
197.875,14.327594720092133
198.125,14.383707424146175
198.375,14.432516279806118
198.625,14.47394550580365
198.875,14.50793064322573
199.125,14.534418722740815
199.375,14.553368402259146
199.625,14.564750074526042
199.875,14.56854594425599
200.125,14.56475007452604
200.375,14.553368402259148
200.625,14.534418722740819
200.875,14.507930643225736
201.125,14.473945505803655
201.375,14.432516279806125
201.625,14.383707424146182
201.875,14.327594720092144
202.125,14.264265075083125
202.375,14.193816298297651
202.625,14.1163568487871
202.875,14.032005557082336
203.125,13.940891321274313
203.375,13.843152778657164
203.625,13.738937954105078
203.875,13.628403886431665
204.125,13.511716234052162
204.375,13.389048861334539
204.625,13.260583407084999
204.875,13.126508836666245
205.125,12.987020979293245
205.375,12.842322052090477
205.625,12.692620172527228
205.875,12.538128860872815
206.125,12.379066534331965
206.375,12.215655994531753
206.625,12.048123910035702
206.875,11.8767002955577
207.125,11.701617989538715
207.375,11.523112131732681
207.625,11.341419642424837
207.875,11.156778704876269
208.125,10.969428252552671
208.375,10.77960746265381
208.625,10.587555257412848
208.875,10.393509814582252
209.125,10.197708088465411
209.375,10.00038534279098
209.625,9.801774696660594
209.875,9.602106684730291
210.125,9.401608832712277
210.375,9.20050524920688
210.625,8.999016234795082
210.875,8.797357909240423
211.125,8.595741857565558
211.375,8.394374795683998
211.625,8.193458256181788
211.875,7.99318829475761
212.125,7.793755217743377
212.375,7.595343331041361
212.625,7.39813071072841
212.875,7.202288995493506
213.125,7.007983200991991
213.375,6.815371556118661
213.625,6.62460536112286
213.875,6.435828867412142
214.125,6.249179178817119
214.375,6.064786174019238
214.625,5.882772449775444
214.875,5.703253284509536
215.125,5.526336621779289
215.375,5.35212307307169
215.625,5.180705939325765
215.875,5.01217125053371
216.125,4.846597822726513
216.375,4.684057331609895
216.625,4.52461440208046
216.875,4.368326712820215
217.125,4.2152451151404025
217.375,4.065413765222486
217.625,3.9188702688854935
217.875,3.7756458379944045
218.125,3.6357654576138834
218.375,3.4992480630053926
218.625,3.3661067255632933
218.875,3.236348846786944
219.125,3.1099763593908683
219.375,2.9869859346635668
219.625,2.867369195197409
219.875,2.7511129321269974
220.125,2.6381993260313212
220.375,2.5286061706756624
220.625,2.422307098792406
220.875,2.319271809125429
221.125,2.219466293990375
221.375,2.1228530666326444
221.625,2.029391387696157
221.875,1.9390374901486231
222.125,1.8517448020430036
222.375,1.7674641665298279
222.625,1.6861440585708576
222.875,1.6077307978410607
223.125,1.5321687573427554
223.375,1.4594005672929469
223.625,1.3893673138821012
223.875,1.3220087325397332
224.125,1.2572633953790369
224.375,1.1950688925292139
224.625,1.1353620071000212
224.875,1.0780788835582087
225.125,1.0231551893298318
225.375,0.970526269475801
225.625,0.920127294320333
225.875,0.871893399943144
226.125,0.8257598214761492
226.375,0.7816620191740616
226.625,0.7395357972555371
226.875,0.6993174155373514
227.125,0.6609436939084574
227.375,0.6243521097136497
227.625,0.5894808881379124
227.875,0.5562690857023385
228.125,0.52465666700079
228.375,0.4945845748231946
228.625,0.46599479382658615
228.875,0.4388304079286805
229.125,0.4130356516109905
229.375,0.38855595532921733
229.625,0.36533798523798433
229.875,0.3433296774449086
230.125,0.3224802670156111
230.375,0.3027403119565737
230.625,0.2840617124068265
230.875,0.2663977252723475
231.125,0.24970297453882895
231.375,0.23393345749918157
231.625,0.21904654713186353
231.875,0.20500099086490417
232.125,0.1917569059584038
232.375,0.17927577173539722
232.625,0.16752041888733285
232.875,0.15645501607610782
233.125,0.14604505404967086
233.375,0.13625732748272812
233.625,0.12705991474811756
233.875,0.11842215581801818
234.125,0.1103146284873861
234.375,0.10270912310491977
234.625,0.09557861598950067
234.875,0.08889724170248839
235.125,0.08264026433851686
235.375,0.07678404798958914
235.625,0.07130602652934372
235.875,0.06618467285640929
236.125,0.06139946772781238
236.375,0.05693086830549169
236.625,0.05276027653113527
236.875,0.048870007436822634
237.125,0.045243257491350976
237.375,0.04186407307467708
237.625,0.038717319165637316
237.875,0.03578864832103572
238.125,0.03306447001733294
238.375,0.03053192041954069
238.625,0.02817883263554049
238.875,0.025993707507911936
239.125,0.023965684989482813
239.375,0.022084516143207975
239.625,0.02034053580164982
239.875,0.018724635916274112
240.125,0.017228239621991367
240.375,0.015843276037866363
240.625,0.014562155820684729
240.875,0.013377747484103177
241.125,0.012283354492414897
241.375,0.011272693134529157
241.625,0.010339871180587849
241.875,0.00947936732071567
242.125,0.008686011382716706
242.375,0.007954965323081044
242.625,0.007281704983441762
242.875,0.006662002602616604
243.125,0.0060919100725705284
243.375,0.005567742925035508
